issue_no,repo,url,defect type,rationale,,,,,,,
1842,redash,https://github.com/getredash/redash/issues/1842,Middleware Integration Failures in REST APIs,The API accepts the update request and returns success but fails to persist changes to the database indicating a failure in the backend integration between the REST API and the database layer.,,,,,,,
1979,redash,https://github.com/getredash/redash/issues/1979,Authentication and Token Management Errors,API key for one query improperly grants access to another query's results indicating a failure in access control enforcement.,,,,,,,
2235,redash,https://github.com/getredash/redash/issues/2235,Authentication and Token Management Errors,The login page redirects to a non-existent authentication endpoint causing SSO login to fail.,,,,,,,
2504,redash,https://github.com/getredash/redash/issues/2504,Schema and Payload Validation Errors in POST APIs,The API returns JSON with a NaN value for a field that is defined as a string type causing JSON.parse to fail in the browser.,,,,,,,
2718,redash,https://github.com/getredash/redash/issues/2718,Query Filter and Search Parameter Handling Errors,The search endpoint returns an object instead of the expected array causing query search and alert creation to fail.,,,,,,,
2856,redash,https://github.com/getredash/redash/issues/2856,Runtime and Dependency Errors,The error is caused by a code change where a dict is accessed as an object leading to an AttributeError at runtime.,,,,,,,
2858,redash,https://github.com/getredash/redash/issues/2858,Environment-Specific Behavior and Configuration Bugs,The issue occurs specifically when using Athena with the Glue catalog configuration and does not appear to be related to IAM permissions or general Redash functionality.,,,,,,,
3394,redash,https://github.com/getredash/redash/issues/3394,Query Filter and Search Parameter Handling Errors,API returns 500 instead of 400 when invalid query parameters are provided causing improper error handling for client input.,,,,,,,
3711,redash,https://github.com/getredash/redash/issues/3711,Authentication and Token Management Errors,A 403 error occurs when adding a query-based dropdown parameter to a saved query indicating an authorization or access control issue with the API endpoint.,,,,,,,
4469,redash,https://github.com/getredash/redash/issues/4469,Schema and Payload Validation Errors in POST APIs,User creation fails because the profile_image_url field exceeds the database column's maximum length constraint indicating a schema validation issue.,,,,,,,
4893,redash,https://github.com/getredash/redash/issues/4893,Environment-Specific Behavior and Configuration Bugs,"The admin UI always shows ""n/a"" for the ""Started"" value because the backend no longer sets this value after architectural changes, causing a regression in the displayed data.",,,,,,,
295,refugerestrooms,https://github.com/RefugeRestrooms/refugerestrooms/issues/295,Query Filter and Search Parameter Handling Errors,The Guess Your Location tool returns restrooms from the opposite side of the country instead of nearby locations indicating incorrect handling of location-based query parameters.,,,,,,,
116,restcountries,https://github.com/apilayer/restcountries/issues/116,Query Filter and Search Parameter Handling Errors,The issue reports incorrect country name translation returned by the API when queried for Morocco in Arabic.,,,,,,,
118,restcountries,https://github.com/apilayer/restcountries/issues/118,Environment-Specific Behavior and Configuration Bugs,The API returns incorrect language data for Aruba and Curaçao indicating a misconfiguration of country-language mapping.,,,,,,,
120,restcountries,https://github.com/apilayer/restcountries/issues/120,Query Filter and Search Parameter Handling Errors,The API response for Chad's borders omits Sudan indicating an error in how border data is queried or filtered for this country.,,,,,,,
156,restcountries,https://github.com/apilayer/restcountries/issues/156,Query Filter and Search Parameter Handling Errors,The API returns incorrect data for the capital field when queried for Vatican City indicating an error in handling or returning search parameters.,,,,,,,
177,restcountries,https://github.com/apilayer/restcountries/issues/177,Environment-Specific Behavior and Configuration Bugs,The API response for Antarctica omits expected currencies and languages indicating incomplete or inconsistent configuration for this specific region.,,,,,,,
179,restcountries,https://github.com/apilayer/restcountries/issues/179,Environment-Specific Behavior and Configuration Bugs,The API returns an incorrect list of time zones for France instead of the expected single value indicating a configuration or data mapping issue.,,,,,,,
184,restcountries,https://github.com/apilayer/restcountries/issues/184,Query Filter and Search Parameter Handling Errors,The API endpoint for EU regional bloc returns incorrect results by including Faroe Islands which are not part of the EU.,,,,,,,
199,restcountries,https://github.com/apilayer/restcountries/issues/199,Query Filter and Search Parameter Handling Errors,The API returns an incorrect country name for a valid country code indicating a problem with how country data is retrieved or mapped based on query parameters.,,,,,,,
201,restcountries,https://github.com/apilayer/restcountries/issues/201,Environment-Specific Behavior and Configuration Bugs,The API returns an incorrect timezone for Tbilisi Georgia indicating a misconfiguration of environment-specific data.,,,,,,,
202,restcountries,https://github.com/apilayer/restcountries/issues/202,Query Filter and Search Parameter Handling Errors,The API returns inconsistent bordering country data for Suriname and Brazil indicating an error in how query results are constructed or filtered.,,,,,,,
209,restcountries,https://github.com/apilayer/restcountries/issues/209,Query Filter and Search Parameter Handling Errors,The API incorrectly includes the UK as an EU country indicating an error in how query or filter parameters determine EU membership.,,,,,,,
221,restcountries,https://github.com/apilayer/restcountries/issues/221,Query Filter and Search Parameter Handling Errors,The API returns an incorrect native name for Luxembourg indicating a problem with how country name data is filtered or selected for the response.,,,,,,,
226,restcountries,https://github.com/apilayer/restcountries/issues/226,Query Filter and Search Parameter Handling Errors,The API returns incorrect border country codes for Kuwait indicating an error in how country border data is queried or filtered.,,,,,,,
235,restcountries,https://github.com/apilayer/restcountries/issues/235,Query Filter and Search Parameter Handling Errors,The issue reports that the API returns the outdated capital name Kiev instead of the correct Kyiv indicating incorrect handling or mapping of country data in response to query parameters.,,,,,,,
237,restcountries,https://github.com/apilayer/restcountries/issues/237,Query Filter and Search Parameter Handling Errors,The API returns inconsistent border country data for China and Nepal indicating an error in how query results are filtered or constructed.,,,,,,,
249,restcountries,https://github.com/apilayer/restcountries/issues/249,Query Filter and Search Parameter Handling Errors,The API returns an outdated country name for Eswatini which leads to incorrect query and search results for users.,,,,,,,
16,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/16,Volume and File Upload/Access Errors,The API returns an incorrect content-type header after a file upload operation instead of the expected application/json.,,,,,,,
26,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/26,Volume and File Upload/Access Errors,Assigning a file id with a collection does not create the expected collection volume files or allow access as intended.,,,,,,,
37,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/37,Environment-Specific Behavior and Configuration Bugs,redirectOnRead returns a localhost URL in the Location header instead of the expected hostname indicating a configuration-dependent redirect issue.,,,,,,,
82,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/82,Volume and File Upload/Access Errors,User reports that after upgrading the API version image files uploaded via POST are not displayed correctly in the browser indicating a file access or HTTP header issue.,,,,,,,
93,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/93,Volume and File Upload/Access Errors,Repeated read errors and 404s for specific file IDs indicate file or volume access failures on the volume server.,,,,,,,
166,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/166,Volume and File Upload/Access Errors,Re-uploading a file after its TTL expiry without a TTL option results in persistent 404 errors indicating a failure in file access or overwrite logic.,,,,,,,
214,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/214,Middleware Integration Failures in REST APIs,Whitelist checks are bypassed when proxying to the leader due to incorrect middleware order in the REST API handler chain.,,,,,,,
409,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/409,Volume and File Upload/Access Errors,Uploading zero-size non-text files fails with a disk write error while zero-size text files succeed indicating inconsistent file upload handling.,,,,,,,
543,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/543,Environment-Specific Behavior and Configuration Bugs,Benchmark command returns 404 on /dir/assign despite the endpoint working via curl and browser indicating an environment or configuration-specific issue.,,,,,,,
568,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/568,Index and Cluster Coordination Failures,Cluster join fails due to improper redirect handling during multi-master setup causing split leadership.,,,,,,,
861,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/861,Schema and Payload Validation Errors in POST APIs,TTL struct fields are not exported causing JSON marshal to produce empty TTL info which affects the API response schema.,,,,,,,
913,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/913,Container and Resource Quota Handling Errors,API fails to allocate all requested volumes and reports inconsistent free volume counts indicating issues with resource quota enforcement.,,,,,,,
1036,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1036,Volume and File Upload/Access Errors,File update attempts to an existing file ID fail with HTTP errors and replica write failures during upload.,,,,,,,
1064,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1064,Environment-Specific Behavior and Configuration Bugs,"The S3 list_buckets API returns internal errors only in the SeaweedFS S3 gateway setup while other operations and tools like weed shell work, indicating an environment-specific configuration or integration issue.",,,,,,,
1160,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1160,Volume and File Upload/Access Errors,Deleting a non-existing file returns a 500 error instead of the expected 404 indicating incorrect file operation error handling.,,,,,,,
1239,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1239,Query Filter and Search Parameter Handling Errors,The filer does not pass query parameters like width to the volume server resulting in image resizing not working as expected.,,,,,,,
1436,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1436,Volume and File Upload/Access Errors,Filer returns 500 error stating volume not found even though the volume exists on the server and is accessible after restarting the filer.,,,,,,,
1722,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1722,Query Filter and Search Parameter Handling Errors,The S3 gateway fails to filter objects by arbitrary prefix in ListObjects requests causing all objects to be returned regardless of the prefix parameter.,,,,,,,
1776,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1776,Volume and File Upload/Access Errors,DELETE request to a nonexistent file returns 404 instead of the S3-specified 204 causing file operation compatibility issues.,,,,,,,
1808,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1808,Authentication and Token Management Errors,"User receives ""wrong jwt"" error and cannot authenticate with the provided JWT token despite correct configuration and time settings.",,,,,,,
1838,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1838,Volume and File Upload/Access Errors,The issue involves file upload failures and HTTP 500 errors due to problems assigning file IDs and parsing master addresses during S3 API operations.,,,,,,,
1884,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1884,Volume and File Upload/Access Errors,S3 API fails to upload files with '%' in the filename even though such names are valid and upload works via other methods.,,,,,,,
1917,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/1917,Volume and File Upload/Access Errors,Copying a directory via S3 API returns a fatal error instead of a proper 404 when the key does not exist indicating a file access handling issue.,,,,,,,
2039,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/2039,Query Filter and Search Parameter Handling Errors,"The API returns an incorrect response when handling the ""?acl"" query parameter on a non-existent bucket instead of the expected error or policy document.",,,,,,,
2125,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/2125,Environment-Specific Behavior and Configuration Bugs,Error occurs due to wsrep_max_ws_rows being exceeded in the underlying Galera cluster configuration during bulk delete operations.,,,,,,,
2371,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/2371,Query Filter and Search Parameter Handling Errors,The API ignores ContentDisposition and ResponseContentDisposition parameters resulting in incorrect response headers.,,,,,,,
2434,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/2434,Database/Table User Access Handling Errors,HeadBucketHandler returns 403 Access Denied for non-super admin users indicating a bucket-level permission or access control misconfiguration.,,,,,,,
2583,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/2583,Authentication and Token Management Errors,User receives 403 Access Denied errors indicating authentication or authorization failure when performing write actions with valid credentials.,,,,,,,
2593,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/2593,Volume and File Upload/Access Errors,"Copying a folder using ""X-Amz-Copy-Source"" incorrectly creates a file with HTML content instead of returning a 40x error.",,,,,,,
2648,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/2648,Volume and File Upload/Access Errors,Error message indicates failure to write to local disk during file upload resulting in HTTP 500 and specific file operation error.,,,,,,,
3467,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/3467,Volume and File Upload/Access Errors,Filer does not correctly return HTTP 304 for file access when If-Modified-Since matches Last-Modified header.,,,,,,,
3476,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/3476,Volume and File Upload/Access Errors,Uploads to paths beginning with /etc are consistently truncated to 4MB indicating a file upload handling issue specific to certain path prefixes.,,,,,,,
4088,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/4088,Volume and File Upload/Access Errors,The master server returns 404 Not Found when accessing files on a read-only volume indicating a failure in file access operations after the volume state changes.,,,,,,,
4270,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/4270,Volume and File Upload/Access Errors,API returns 500 Internal Server Error instead of 409 Conflict when attempting to create a directory that already exists.,,,,,,,
5155,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/5155,Schema and Payload Validation Errors in POST APIs,The API response is malformed and missing the required VersionConfiguration node causing clients to fail parsing the response.,,,,,,,
5213,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/5213,Index and Cluster Coordination Failures,Timeouts occur during /dir/assign requests specifically when the master initiates volume growth indicating issues with cluster coordination during dynamic volume assignment.,,,,,,,
5864,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/5864,Volume and File Upload/Access Errors,When the webdav service stops an existing file returns a 404 error indicating a file access issue rather than a true file absence.,,,,,,,
6262,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/6262,Authentication and Token Management Errors,The issue is caused by missing S3 authentication setup resulting in a misleading error message instead of a clear authentication failure message.,,,,,,,
6497,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/6497,Schema and Payload Validation Errors in POST APIs,The API allows creation of a bucket with an invalid name which leads to internal errors and an unremovable resource.,,,,,,,
6576,seaweedfs,https://github.com/seaweedfs/seaweedfs/issues/6576,Query Filter and Search Parameter Handling Errors,SeaweedFS does not support the x-id query parameter emitted by AWS SDKs causing issues with presigned requests.,,,,,,,
3,shopizer,https://github.com/shopizer-ecommerce/shopizer/issues/3,Query Filter and Search Parameter Handling Errors,Filtering customers by name or email in the admin tool returns an empty list indicating a problem with query or search parameter handling.,,,,,,,
355,shopizer,https://github.com/shopizer-ecommerce/shopizer/issues/355,Schema and Payload Validation Errors in POST APIs,The API allows negative product quantities in the cart indicating a lack of input validation for the quantity field.,,,,,,,
19,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/19,Environment-Specific Behavior and Configuration Bugs,The API returns a captcha required error during phone verification which is likely triggered by environment or external service configuration.,,,,,,,
91,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/91,"Session, Token, and Account Lifecycle Management Errors",After account deregistration and re-registration the user cannot send messages to a group they were previously a member of indicating an issue with account lifecycle handling.,,,,,,,
95,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/95,Schema and Payload Validation Errors in POST APIs,The API rejects the request due to a missing required device name parameter despite documentation stating no parameters are needed.,,,,,,,
103,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/103,Runtime and Dependency Errors,Jackson fails to serialize JsonGroupInfo due to missing properties or annotations indicating a Java serialization or dependency configuration issue.,,,,,,,
135,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/135,Environment-Specific Behavior and Configuration Bugs,The scheduler uses a hardcoded port 8080 instead of the configured port causing failures when the API is run on a different port.,,,,,,,
175,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/175,Environment-Specific Behavior and Configuration Bugs,"The issue reports a mismatch between actual HTTP status codes returned by the API and those documented in Swagger, which can cause confusion or errors depending on the client environment and expectations.",,,,,,,
177,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/177,Environment-Specific Behavior and Configuration Bugs,"The /v1/groups/{number}/{groupid}/block endpoint does not function as expected specifically when used on a linked device in JSON-RPC mode, indicating environment-dependent behavior.",,,,,,,
187,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/187,Environment-Specific Behavior and Configuration Bugs,The API returns a Go struct unmarshalling error when accessed via Docker container indicating environment-specific deserialization issues.,,,,,,,
190,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/190,Environment-Specific Behavior and Configuration Bugs,Link device API fails specifically when running signal-cli in a docker container indicating an environment-related issue.,,,,,,,
236,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/236,Environment-Specific Behavior and Configuration Bugs,Username update works for avatar but not for name specifically when using the API in JSON-RPC mode within a Docker container.,,,,,,,
242,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/242,"Session, Token, and Account Lifecycle Management Errors",User is unable to deregister a flawed phone number via the REST API due to improper account lifecycle handling for unregistered numbers.,,,,,,,
369,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/369,Query Filter and Search Parameter Handling Errors,The /v1/search endpoint fails when multiple accounts exist because it does not support specifying the account as a parameter.,,,,,,,
387,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/387,Process Signal and Grouping Issues in Containerized APIs,Group deletion via the REST API in a containerized environment does not remove the group despite a successful response indicating a failure in group handling.,,,,,,,
403,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/403,Environment-Specific Behavior and Configuration Bugs,"The API fails to provide actionable error details in its HTTP response when running in the Docker container, making it difficult to diagnose phone number specific issues.",,,,,,,
410,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/410,Schema and Payload Validation Errors in POST APIs,Setting group_link to enabled in the POST payload does not have the intended effect indicating the API is not correctly processing or validating this field.,,,,,,,
412,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/412,Schema and Payload Validation Errors in POST APIs,"The error message ""Unable to parse entity"" and HTTP 400 response indicate the API is rejecting the POST request due to a problem with the JSON payload or its schema.",,,,,,,
466,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/466,Environment-Specific Behavior and Configuration Bugs,User reports 404 errors for specific endpoints when running the API in a Docker container environment indicating possible environment-specific configuration or routing issues.,,,,,,,
489,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/489,Environment-Specific Behavior and Configuration Bugs,Issue occurs only when running the Docker container in JSON-RPC mode on arm64 with the latest dev image and specific configuration.,,,,,,,
493,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/493,Environment-Specific Behavior and Configuration Bugs,Concurrent map writes cause fatal errors specifically when multiple clients connect in JSON-RPC mode within the Docker container environment.,,,,,,,
550,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/550,Schema and Payload Validation Errors in POST APIs,The API rejects the request because the recipient UUID is not accepted as a valid username format which triggers a schema validation error.,,,,,,,
630,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/630,Schema and Payload Validation Errors in POST APIs,Nested styled text in the message payload is not processed correctly resulting in loss of combined formatting despite valid JSON input.,,,,,,,
654,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/654,Query Filter and Search Parameter Handling Errors,The notify_self query parameter is not handled consistently for direct messages versus group chats resulting in unexpected behavior.,,,,,,,
657,signal-cli-rest-api,https://github.com/bbernhard/signal-cli-rest-api/issues/657,Environment-Specific Behavior and Configuration Bugs,Group description is missing from API responses only in the Docker container environment despite being present in the official documentation.,,,,,,,
104,silver,https://github.com/silverapp/silver/issues/104,Schema and Payload Validation Errors in POST APIs,The issue is about preventing the customer field from being set via POST data and enforcing it from the URL which is a schema and payload validation concern.,,,,,,,
105,silver,https://github.com/silverapp/silver/issues/105,Schema and Payload Validation Errors in POST APIs,The issue requests that the subscription serializer expose the subscription_id indicating a missing field in the API response schema.,,,,,,,
196,silver,https://github.com/silverapp/silver/issues/196,Schema and Payload Validation Errors in POST APIs,"Editing a subscription with a name containing the character ""ä"" causes an error indicating the API does not properly handle or validate non-ASCII characters in input payloads.",,,,,,,
289,silver,https://github.com/silverapp/silver/issues/289,Runtime and Dependency Errors,Deleting proformas intermittently returns server error 500 indicating a backend runtime or dependency failure during the delete operation.,,,,,,,
353,silver,https://github.com/silverapp/silver/issues/353,Database/Table User Access Handling Errors,API allows access to a payment method not linked to the specified customer indicating a failure in enforcing database-level user-resource associations.,,,,,,,
384,silver,https://github.com/silverapp/silver/issues/384,Schema and Payload Validation Errors in POST APIs,The API rejects the request because the 'state' field is missing or invalid which is a schema validation issue.,,,,,,,
469,silver,https://github.com/silverapp/silver/issues/469,Query Filter and Search Parameter Handling Errors,The issue requests that the GET payment_methods endpoint should return an expanded payment_processor which relates to how query results are structured and returned.,,,,,,,
36,SpaceX-API,https://github.com/r-spacex/SpaceX-API/issues/36,Query Filter and Search Parameter Handling Errors,Single resource fetch returns an array instead of an object and incorrect endpoint URL causes errors.,,,,,,,
398,SpaceX-API,https://github.com/r-spacex/SpaceX-API/issues/398,Schema and Payload Validation Errors in POST APIs,The issue highlights inconsistent schema definitions for the status field between two endpoints which can lead to validation errors or confusion in API usage.,,,,,,,
408,SpaceX-API,https://github.com/r-spacex/SpaceX-API/issues/408,Schema and Payload Validation Errors in POST APIs,API returns a 400 Bad Request error code instead of the documented 404 Not Found when a non-existent ID is requested indicating incorrect error handling for invalid resource identifiers.,,,,,,,
856,SpaceX-API,https://github.com/r-spacex/SpaceX-API/issues/856,Query Filter and Search Parameter Handling Errors,"API returns ""Cannot read property 'map' of undefined"" when posting a valid query for upcoming launches indicating a failure in handling query or search parameters.",,,,,,,
857,SpaceX-API,https://github.com/r-spacex/SpaceX-API/issues/857,Query Filter and Search Parameter Handling Errors,Populating the crew field in the launches query no longer returns the expected data and only provides IDs despite correct query syntax.,,,,,,,
858,SpaceX-API,https://github.com/r-spacex/SpaceX-API/issues/858,Query Filter and Search Parameter Handling Errors,"The error occurs when using the ""populate"" query option in POST requests to the launches/query endpoint indicating a problem with handling specific query parameters.",,,,,,,
9,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/9,Schema and Payload Validation Errors in POST APIs,The POST /pets endpoint requires the client to provide an 'id' field instead of auto-generating it which is a schema and payload validation issue.,,,,,,,
17,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/17,Environment-Specific Behavior and Configuration Bugs,self href URLs in API responses are missing the /api prefix due to incorrect environment-specific base path configuration.,,,,,,,
61,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/61,Schema and Payload Validation Errors in POST APIs,The API rejects the request due to missing required fields id and type.id in the petDto payload.,,,,,,,
86,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/86,Middleware Integration Failures in REST APIs,POST request to the documented create pet endpoint returns a 501 error indicating the endpoint is not implemented in the REST API.,,,,,,,
102,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/102,Schema and Payload Validation Errors in POST APIs,The specialties endpoint returns an incorrect Location header value which violates RESTful response schema expectations.,,,,,,,
130,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/130,Schema and Payload Validation Errors in POST APIs,API fails to return 404 for non-existent ownerId in POST request and instead returns a 400 with a database integrity error indicating improper validation of resource existence.,,,,,,,
145,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/145,Environment-Specific Behavior and Configuration Bugs,The API returns a 400 error due to missing equals and hashCode methods in entity classes which causes object comparison to fail in the current environment.,,,,,,,
165,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/165,Authentication and Token Management Errors,Basic authentication fails with 401 due to missing PasswordEncoder mapping for user credentials.,,,,,,,
220,spring-petclinic-rest,https://github.com/spring-petclinic/spring-petclinic-rest/issues/220,Middleware Integration Failures in REST APIs,The OpenAPI spec defines a PUT endpoint for updating a pet but the controller lacks its implementation causing the API to return HTTP 501 Not Implemented.,,,,,,,
20271,strapi,https://github.com/strapi/strapi/issues/20271,Query Filter and Search Parameter Handling Errors,"The filter fails when the text field contains an ampersand because the query parameter is incorrectly parsed and truncated at the ""&"" symbol.",,,,,,,
20383,strapi,https://github.com/strapi/strapi/issues/20383,Query Filter and Search Parameter Handling Errors,The API returns a misleading error when pagination query parameters are provided at the root level instead of within the expected pagination object.,,,,,,,
20509,strapi,https://github.com/strapi/strapi/issues/20509,Database/Table User Access Handling Errors,"The error message indicates that the relation ""products_by_region_ep_product_links"" does not exist in the database even though the table is present, pointing to a database access or schema recognition issue.",,,,,,,
21450,strapi,https://github.com/strapi/strapi/issues/21450,"Session, Token, and Account Lifecycle Management Errors",Forgot password endpoint returns success for non-existent or blocked users indicating a flaw in account-related workflow handling.,,,,,,,
21534,strapi,https://github.com/strapi/strapi/issues/21534,Volume and File Upload/Access Errors,useFetchClient fails to handle non-JSON file downloads like zip files resulting in empty or incorrect file responses.,,,,,,,
26882,supabase,https://github.com/supabase/supabase/issues/26882,Database/Table User Access Handling Errors,The function always sees current_role as postgres due to SECURITY DEFINER causing user access checks to fail as described in the documentation.,,,,,,,
11313,traefik,https://github.com/traefik/traefik/issues/11313,Middleware Integration Failures in REST APIs,ForwardAuth middleware incorrectly rewrites the Location header instead of passing the original value from the auth server.,,,,,,,
833,uptime-kuma,https://github.com/louislam/uptime-kuma/issues/833,Authentication and Token Management Errors,Monitor list is returned to the client even when the two-step authentication token is not provided after correct username and password are entered.,,,,,,,
1422,uptime-kuma,https://github.com/louislam/uptime-kuma/issues/1422,Environment-Specific Behavior and Configuration Bugs,Issue is caused by small discrepancies in system time between environments leading to race conditions and duplicate notifications.,,,,,,,
1802,uptime-kuma,https://github.com/louislam/uptime-kuma/issues/1802,Schema and Payload Validation Errors in POST APIs,Port field is stored as an empty string instead of NULL or INTEGER causing schema validation errors in strict type-checked APIs.,,,,,,,
3520,uptime-kuma,https://github.com/louislam/uptime-kuma/issues/3520,Schema and Payload Validation Errors in POST APIs,The API accepted an invalid accepted_statuscodes payload without validation causing a server crash instead of rejecting the malformed input.,,,,,,,
1350,vercel,https://github.com/vercel/vercel/issues/1350,Middleware Integration Failures in REST APIs,The CLI command displays a misleading error message due to improper handling of HTTP 500 responses from the REST API.,,,,,,,
2092,vercel,https://github.com/vercel/vercel/issues/2092,Environment-Specific Behavior and Configuration Bugs,Route parameter substitution in headers works on Now server but fails in now-dev indicating an environment-specific inconsistency.,,,,,,,
2148,vercel,https://github.com/vercel/vercel/issues/2148,Environment-Specific Behavior and Configuration Bugs,now dev does not respect HTTP methods defined in the routes configuration leading to incorrect API behavior in the development environment.,,,,,,,
2375,vercel,https://github.com/vercel/vercel/issues/2375,Query Filter and Search Parameter Handling Errors,"Query parameter name is passed as the string ""undefined"" when not provided in the route resulting in unexpected query string behavior.",,,,,,,
2606,vercel,https://github.com/vercel/vercel/issues/2606,Authentication and Token Management Errors,The issue is about displaying an unhelpful error when the authentication token is expired indicating a problem with token-based access handling.,,,,,,,
2901,vercel,https://github.com/vercel/vercel/issues/2901,Middleware Integration Failures in REST APIs,The serverless Node.js API fails to render errors and instead hangs indefinitely indicating a problem in error handling middleware integration.,,,,,,,
3091,vercel,https://github.com/vercel/vercel/issues/3091,Environment-Specific Behavior and Configuration Bugs,UnicodeEncodeError occurs because the deployed Python environment defaults to latin-1 encoding instead of utf-8 when handling non-ASCII payloads.,,,,,,,
3539,vercel,https://github.com/vercel/vercel/issues/3539,Environment-Specific Behavior and Configuration Bugs,Dynamic route rewrites work in production but return 404 errors when using now dev indicating environment-specific behavior differences.,,,,,,,
5580,vercel,https://github.com/vercel/vercel/issues/5580,Query Filter and Search Parameter Handling Errors,The serverless function fails when the URL contains special characters in query parameters indicating improper handling of query string encoding.,,,,,,,
7283,vercel,https://github.com/vercel/vercel/issues/7283,Query Filter and Search Parameter Handling Errors,The issue is caused by the Vercel CLI incorrectly reconstructing query parameters in proxied URLs resulting in malformed queries that break Vite's expected behavior.,,,,,,,
9132,vercel,https://github.com/vercel/vercel/issues/9132,Environment-Specific Behavior and Configuration Bugs,The ASGI application crashes only when deployed on Vercel Serverless due to how incoming headers are parsed in that environment.,,,,,,,
72,WP-API,https://github.com/WP-API/WP-API/issues/72,Environment-Specific Behavior and Configuration Bugs,The PHP notice occurs only when there are no created or published posts and a custom post type is requested indicating environment-specific behavior.,,,,,,,
